Event Identifier,Event Name,Event Record,First Date Year,First Date,Last Date,Venue Identifier,Venue Name,Suburb,State,Country,Latitude,Longitude,Primary Genre,Secondary Genre,Organisations,Subjects,Contributor Count,Resource Count,Works,,,
19624,Our Country's Good,https://ausstage.edu.au/pages/event/19624,1989,7/11/1989,11/11/1989,3619,Warwick Arts Centre,Coventry,O/S,England,52.379561,-1.56097,Theatre - Spoken Word,"Drama, Historical","The Royal Court Theatre, Diana Bliss",,16,0,"Our Country's Good, The Playmaker",,,
19627,Our Country's Good,https://ausstage.edu.au/pages/event/19627,1989,13/11/1989,18/11/1989,3585,Blackpool Grand Theatre,Blackpool,O/S,England,53.817293,-3.053685,Theatre - Spoken Word,"Drama, Historical","The Royal Court Theatre, Blackpool Grand Theatre Trust Ltd., Diana Bliss",,16,0,"Our Country's Good, The Playmaker",,,
19630,The Recruiting Officer,https://ausstage.edu.au/pages/event/19630,1989,16/11/1989,18/11/1989,3585,Blackpool Grand Theatre,Blackpool,O/S,England,53.817293,-3.053685,Theatre - Spoken Word,"Comedy, Drama, Military","The Royal Court Theatre, Blackpool Grand Theatre Trust Ltd., Diana Bliss",,15,0,The Recruiting Officer,,,
19631,The Recruiting Officer,https://ausstage.edu.au/pages/event/19631,1989,21/11/1989,25/11/1989,3578,"Theatre Royal, Bath",Bath,O/S,England,51.382046,-2.362661,Theatre - Spoken Word,"Comedy, Drama, Military","The Royal Court Theatre, Diana Bliss",,15,0,The Recruiting Officer,,,
19632,Our Country's Good,https://ausstage.edu.au/pages/event/19632,1989,20/11/1989,25/11/1989,3578,"Theatre Royal, Bath",Bath,O/S,England,51.382046,-2.362661,Theatre - Spoken Word,"Drama, Historical","The Royal Court Theatre, Diana Bliss",,16,0,"Our Country's Good, The Playmaker",,,
19635,Our Country's Good,https://ausstage.edu.au/pages/event/19635,1990,21/4/1990,17/6/1990,3620,Bailiwick Repertory Theatre,Chicago,O/S,United States of America,41.939747,-87.660247,Theatre - Spoken Word,"Drama, Historical",Remains Theatre Ensemble,,18,0,"Our Country's Good, The Playmaker",,,
19731,Our Country's Good,https://ausstage.edu.au/pages/event/19731,1991,19/4/1991,8/6/1991,3638,Nederlander Theatre,Broadway,O/S,United States of America,40.755666,-73.98818,Theatre - Spoken Word,"Drama, Historical","Hartford Stage Company, Diana Bliss, Frank and Woji Gero, The Broadway Alliance",,19,5,"Our Country's Good, The Playmaker",,,
19732,Our Country's Good,https://ausstage.edu.au/pages/event/19732,1989,3/9/1989,29/10/1989,3639,The Mark Taper Forum,Los Angeles,O/S,United States of America,34.057797,-118.247738,Theatre - Spoken Word,"Drama, Historical","Center Theatre Group, The Royal Court Theatre",,19,9,"Our Country's Good, The Playmaker",,,
19733,Our Country's Good,https://ausstage.edu.au/pages/event/19733,1990,5/9/1990,5/10/1990,3640,"Webster University, Loretto-Hilton Center",Webster Groves,O/S,United States of America,38.588646,-90.344549,Theatre - Spoken Word,"Drama, Historical",The Repertory Theatre of St. Louis,,17,3,"Our Country's Good, The Playmaker",,,
19968,The Merchant of Venice,https://ausstage.edu.au/pages/event/19968,1957,11/4/1957,18/4/1957,3370,The Old Vic Theatre,London,O/S,England,51.502249,-0.109663,Theatre - Spoken Word,"Black Comedy, Drama, Elizabethan","The Old Vic Company, Old Vic Trust Limited, The Arts Council of Great Britain",,22,0,The Merchant of Venice,,,
20095,Salome,https://ausstage.edu.au/pages/event/20095,2002,11/11/2002,12/11/2002,3683,Shanghai Grand Theatre,Huangpu,O/S,China,31.230367,121.47056,Dance,,"Sydney Dance Company, Australia Council for the Arts, The Australia International Cultural Council",,4,0,Salome,,,
20096,Corroboree,https://ausstage.edu.au/pages/event/20096,2002,23/10/2002,24/10/2002,3684,21st Century Theatre,Beijing,O/S,China,39.950444,116.466794,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Indigenous",Bangarra Dance Theatre,Indigenous Australia,6,0,Corroboree,,,
20098,Corroboree,https://ausstage.edu.au/pages/event/20098,2002,1/11/2002,2/11/2002,3685,Hong Kong City Concert Hall,Central,O/S,China,22.28261,114.161746,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Indigenous",Bangarra Dance Theatre,Indigenous Australia,6,0,Corroboree,,,
20099,Corroboree,https://ausstage.edu.au/pages/event/20099,2002,5/11/2002,5/11/2002,3686,Friendship Theatre,Guang Zhou,O/S,China,23.147803,113.252515,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Indigenous",Bangarra Dance Theatre,Indigenous Australia,6,0,Corroboree,,,
20100,All of Me,https://ausstage.edu.au/pages/event/20100,2002,13/11/2002,15/11/2002,3687,Shanghai Dramatic Arts Centre,Xuhui,O/S,China,31.214013,121.441586,Other,"Acrobatics, Physical Theatre","Legs on the Wall, Australia Council for the Arts, The Australia International Cultural Council",Family,4,0,All of Me,,,
20179,Our Country's Good,https://ausstage.edu.au/pages/event/20179,1991,25/4/1991,13/6/1991,3698,Berkeley Repertory Theatre,Berkeley,O/S,United States of America,37.871295,-122.269316,Theatre - Spoken Word,"Drama, Historical",Berkeley Repertory Theatre,,16,0,"Our Country's Good, The Playmaker",,,
20181,Our Country's Good,https://ausstage.edu.au/pages/event/20181,1990,2/10/1990,3/11/1990,3699,John W Huntington Theatre,Hartford,O/S,United States of America,41.7688,-72.674431,Theatre - Spoken Word,"Drama, Historical",Hartford Stage Company,,16,0,"Our Country's Good, The Playmaker",,,
20182,Our Country's Good,https://ausstage.edu.au/pages/event/20182,1990,15/12/1990,9/2/1991,3700,Intermediate Theatre,Portland,O/S,United States of America,45.516828,-122.681095,Theatre - Spoken Word,"Drama, Historical",Oregon Shakespeare Festival Company,,16,0,"Our Country's Good, The Playmaker",,,
20185,Our Country's Good,https://ausstage.edu.au/pages/event/20185,1993,11/8/1993,28/8/1993,3701,Briggs Opera House,White River Junction,O/S,United States of America,43.648492,-72.318531,Theatre - Spoken Word,"Drama, Historical","White River Theatre Festival Company, River City Arts",,16,0,"Our Country's Good, The Playmaker",,,
20285,Our Country's Good,https://ausstage.edu.au/pages/event/20285,1993,19/1/1993,14/2/1993,3716,Cincinnati Playhouse in the Park,Cincinnati,O/S,United States of America,39.111468,-84.497852,Theatre - Spoken Word,"Drama, Historical",Cincinnati Playhouse,,17,0,"Our Country's Good, The Playmaker",,,
20287,Our Country's Good,https://ausstage.edu.au/pages/event/20287,1992,16/10/1992,22/11/1992,3453,Orange County Performing Arts Center Main and Second Stage,Costa Mesa,O/S,United States of America,33.691951,-117.882994,Theatre - Spoken Word,"Drama, Historical",South Coast Repertory,,16,0,"Our Country's Good, The Playmaker",,,
21593,The Ghost Wife,https://ausstage.edu.au/pages/event/21593,2002,14/11/2002,23/11/2002,3852,The Pit Theatre,Barbican,O/S,England,51.520083,-0.093288,Music Theatre,Opera,Oz Opera,,10,1,The Ghost Wife,,,
21736,Honour,https://ausstage.edu.au/pages/event/21736,2003,21/2/2003,13/5/2003,3865,Cottesloe Theatre,,O/S,England,51.507193,-0.114701,Theatre - Spoken Word,,National Theatre of Great Britain,,10,2,Honour,,,
23638,Colour Blind,https://ausstage.edu.au/pages/event/23638,1930,15/10/1930,24/1/1931,3504,Duke of York's Theatre,London,O/S,England,51.510191,-0.127083,Music Theatre,Musical,Willhut Ltd,,10,2,,,,
23639,The Toymaker of Nuremberg,https://ausstage.edu.au/pages/event/23639,1930,20/12/1930,17/1/1931,3991,Kingsway Theatre,Kings Cross Centre,O/S,England,51.527019,-0.118279,Music Theatre,,,,20,2,,,,
24787,Dance of Death,https://ausstage.edu.au/pages/event/24787,2000,15/3/2000,22/3/2000,4087,Theatre X (Cai),Tokyo,O/S,Japan,35.693887,139.79269,Theatre - Spoken Word,"Comedy, Drama","Bell Shakespeare Company, State Theatre Company of South Australia",Marriage,10,0,Dance of Death,,,
24788,Dance of Death,https://ausstage.edu.au/pages/event/24788,2000,24/3/2000,26/3/2000,4088,"Aichi, Geijutsu Theatre",Higashi-ku,O/S,Japan,35.180188,136.906565,Theatre - Spoken Word,"Comedy, Drama","Bell Shakespeare Company, State Theatre Company of South Australia",Marriage,10,0,Dance of Death,,,
25031,The Green Bay Tree,https://ausstage.edu.au/pages/event/25031,1954,13/7/1954,18/7/1954,4105,Q Theatre,Brentford,O/S,England,51.489181,-0.286962,Theatre - Spoken Word,Drama,Q Theatre,,8,0,,,,
25709,Corroboree,https://ausstage.edu.au/pages/event/25709,2001,2/10/2001,,4160,McCarter Theatre,Princeton,O/S,United States of America,40.343486,-74.65991,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, ICM Artists Ltd",Indigenous Australia,22,0,Corroboree,,,
25715,Corroboree,https://ausstage.edu.au/pages/event/25715,2001,4/10/2001,,4161,Shubert Performing Arts Center,Newhaven,O/S,United States of America,41.306545,-72.92912,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, ICM Artists Ltd",Indigenous Australia,22,0,Corroboree,,,
25771,Corroboree,https://ausstage.edu.au/pages/event/25771,2001,5/10/2001,7/10/2001,4165,New Jersey Performing Arts Center,Newark,O/S,United States of America,40.739843,-74.167779,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, ICM Artists Ltd",Indigenous Australia,22,0,Corroboree,,,
25778,Corroboree,https://ausstage.edu.au/pages/event/25778,2001,9/10/2001,9/10/2001,4166,"University of North Carolina, Sarah Graham Kenan Auditorium",Wilmington,O/S,United States of America,34.227425,-77.879179,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, ICM Artists Ltd",Indigenous Australia,5,0,Corroboree,,,
25784,Corroboree,https://ausstage.edu.au/pages/event/25784,2001,10/10/2001,10/10/2001,4167,The Peace Center for the Performing Arts,Greenville,O/S,United States of America,34.847176,-82.401058,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, ICM Artists Ltd",Indigenous Australia,5,0,Corroboree,,,
25787,Corroboree,https://ausstage.edu.au/pages/event/25787,2001,14/10/2001,14/10/2001,4168,Fabulous Fox Theatre,Georgia,O/S,United States of America,33.772635,-84.38558,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, ICM Artists Ltd",Indigenous Australia,5,0,Corroboree,,,
25790,Corroboree,https://ausstage.edu.au/pages/event/25790,2001,16/10/2001,17/10/2001,4169,Alice Jepson Theatre,Westhampton Gate,O/S,United States of America,37.573902,-77.542685,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, ICM Artists Ltd",Indigenous Australia,5,0,Corroboree,,,
25794,Corroboree,https://ausstage.edu.au/pages/event/25794,2001,19/10/2001,21/10/2001,4171,The John F Kennedy Center for the Performing Arts,Washington DC,O/S,United States of America,38.896054,-77.054852,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, ICM Artists Ltd",Indigenous Australia,5,0,Corroboree,,,
25797,Corroboree,https://ausstage.edu.au/pages/event/25797,2001,30/10/2001,30/10/2001,4173,University of North Carolina Greensboro,Greensboro,O/S,United States of America,36.068076,-79.809639,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, ICM Artists Ltd",Indigenous Australia,5,0,Corroboree,,,
25799,Corroboree,https://ausstage.edu.au/pages/event/25799,2001,2/11/2001,2/11/2001,4174,Clowes Memorial Hall,Indianoplis,O/S,United States of America,39.844443,-86.165545,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, ICM Artists Ltd",Indigenous Australia,5,0,Corroboree,,,
25800,Corroboree,https://ausstage.edu.au/pages/event/25800,2001,3/11/2001,3/11/2001,4175,Galvin Fine Arts Centre,Davenport,O/S,United States of America,41.540562,-90.582318,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, ICM Artists Ltd",Indigenous Australia,5,0,Corroboree,,,
25801,Corroboree,https://ausstage.edu.au/pages/event/25801,2001,6/11/2001,7/11/2001,4176,Scottsdale Center For the Arts,Arizona,O/S,United States of America,33.491326,-111.922455,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, ICM Artists Ltd",Indigenous Australia,5,0,Corroboree,,,
25802,Corroboree,https://ausstage.edu.au/pages/event/25802,2001,8/11/2001,8/11/2001,4177,Centennial Hall,Tucson,O/S,United States of America,32.231489,-110.955434,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, ICM Artists Ltd",Indigenous Australia,5,0,Corroboree,,,
25803,Corroboree,https://ausstage.edu.au/pages/event/25803,2001,9/11/2001,9/11/2001,4178,Artemus W Ham Concert Hall,Las Vegas,O/S,United States of America,36.105471,-115.138724,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, ICM Artists Ltd",Indigenous Australia,4,0,Corroboree,,,
25804,Corroboree,https://ausstage.edu.au/pages/event/25804,2001,10/11/2001,10/11/2001,4179,Marsee Auditorium,Torrence,O/S,United States of America,33.884462,-118.326731,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, ICM Artists Ltd",Indigenous Australia,5,0,Corroboree,,,
25840,Corroboree,https://ausstage.edu.au/pages/event/25840,2002,13/12/2002,14/12/2002,4182,Grimaldi Forum,Monaco,O/S,Monaco,43.743753,7.43118,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous",Bangarra Dance Theatre,Indigenous Australia,21,0,Corroboree,,,
26202,The Dreaming,https://ausstage.edu.au/pages/event/26202,1999,24/6/1999,24/6/1999,4218,Barnet Big Top,Hendon,O/S,England,51.601455,-0.223576,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, UK Arts International, Australia Council for the Arts, NSW Ministry for the Arts",Indigenous Australia,14,0,The Dreaming,,,
26207,The Dreaming,https://ausstage.edu.au/pages/event/26207,1999,16/7/1999,16/7/1999,4219,Derngate Theatre,Northampton,O/S,England,52.236271,-0.894224,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, UK Arts International, Australia Council for the Arts, NSW Ministry for the Arts",Indigenous Australia,14,0,The Dreaming,,,
26216,The Dreaming,https://ausstage.edu.au/pages/event/26216,1999,2/7/1999,3/7/1999,3044,The Marlowe Theatre (1984-2009),Canterbury,O/S,England,51.281083,1.078691,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, UK Arts International, Australia Council for the Arts, NSW Ministry for the Arts",Indigenous Australia,14,0,The Dreaming,,,
26224,The Dreaming,https://ausstage.edu.au/pages/event/26224,1999,28/7/1999,29/7/1999,4222,Queen Elizabeth Hall,London,O/S,England,51.506508,-0.116711,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, UK Arts International, Australia Council for the Arts, NSW Ministry for the Arts",Indigenous Australia,14,0,The Dreaming,,,
26230,Fish,https://ausstage.edu.au/pages/event/26230,1997,12/8/1997,14/8/1997,4223,King's Theatre,Edinburgh,O/S,Scotland,55.941894,-3.203073,Dance,"Aboriginal and Torres Strait Islander Created, Aboriginal and Torres Strait Islander Produced, Dance Theatre, Indigenous","Bangarra Dance Theatre, Edinburgh International Festival",Indigenous Australia,13,0,Fish,,,
26357,Jesus Christ Superstar,https://ausstage.edu.au/pages/event/26357,1972,9/8/1972,1980,4235,Palace Theatre,Westminster,O/S,England,51.513209,-0.129447,Music Theatre,Musical,Robert Stigwood,Religion,15,0,Jesus Christ Superstar,,,
26406,The Sentimental Bloke,https://ausstage.edu.au/pages/event/26406,1962,3/11/1962,1962,3238,His Majesty's Theatre,Auckland,O/S,New Zealand,-36.847928,174.765134,Music Theatre,Musical Biography,J C Williamson Theatres Limited (1943-1976),Australian National Identity,35,2,The Sentimental Bloke,,,
26423,"Dame Edna: the Royal Tour  The Show that Listens""""",https://ausstage.edu.au/pages/event/26423,1999,15/9/1999,2/7/2000,4243,Booth Theatre,New York,O/S,United States of America,40.758612,-73.986718,Theatre - Spoken Word,"Comedy, One Person Show",,,11,1,,,,
26527,Prisoner Cell Block H - the Musical,https://ausstage.edu.au/pages/event/26527,1995,25/10/1995,13/1/1996,4254,Queen's Theatre,London,O/S,England,51.511816,-0.132662,Music Theatre,Musical,Helen Montagu Productions,,23,2,Prisoner Cell Block H - The Musical,,,
26531,Prisoner Cell Block H - the Musical,https://ausstage.edu.au/pages/event/26531,1996,27/5/1996,1/6/1996,4255,The Hexagon,Reading,O/S,England,51.453735,-0.97777,Music Theatre,Musical,"Helen Montagu Productions, Scenic Happenings",,21,0,Prisoner Cell Block H - The Musical,,,
26590,Shimada,https://ausstage.edu.au/pages/event/26590,1992,6/4/1992,25/4/1992,4262,Broadhurst Theatre,New York,O/S,United States of America,40.757937,-73.987688,Theatre - Spoken Word,,,,16,0,,,,
26790,Prisoner Cell Block H - the Musical,https://ausstage.edu.au/pages/event/26790,1996,1/7/1996,6/7/1996,4279,Edinburgh Festival Theatre,Edinburgh,O/S,Scotland,55.94665,-3.186322,Music Theatre,Musical,"Helen Montagu Productions, Scenic Happenings",,21,0,Prisoner Cell Block H - The Musical,,,
